ID,entidad,tipo,link,precio,municipio,colonia,Superficie total,Superficie construida,Ambientes,Recámaras,Baños,Estacionamientos,Cantidad de pisos,Antigüedad,Cuota mensual de mantenimiento,Orientación,RecÃ¡maras,BaÃ±os,AntigÃ¼edad,OrientaciÃ³n,Bodegas,Tipo de casa,Tipo de propiedad,Disposición,Número de piso de la unidad,Departamentos por piso,Acceso,Metros de frente,Metros de fondo,Forma del terreno,DisposiciÃ³n del lote,Disposición del lote
1355970434,yucatán,casa,https://casa.metroscubicos.com/MLM-1355970434-casa-de-1-planta-con-terreno-de-4870-m2-en-conkal-a-15-min-de-altabrisa-en-meridayucatan-_JM,"$7,900,000",Yucatán,Conkal,4870 m²,333 m²,,3,4,5,1,5 años,0 MXN,,,,,,,,,,,,,,,,,
1346276899,yucatán,casa,https://casa.metroscubicos.com/MLM-1346276899-casa-centro-merida-_JM,"$11,800,000",Mérida,Merida Centro,916 m²,600 m²,10,4,6,3,,0 años,,,,,,,,,,,,,,,,,,
949027441,yucatán,casa,https://casa.metroscubicos.com/MLM-949027441-casa-en-venta-en-privada-ambar-al-norte-de-merida-_JM,"$3,499,000",Conkal,Conkal,327 m²,193 m²,9,4,5,2,,0 años,,,,,,,,,,,,,,,,,,
941632239,yucatán,casa,https://casa.metroscubicos.com/MLM-941632239-casa-en-preventa-mod-b-en-desarrollo-residencial-al-norte-de-_JM,"$2,190,000",Mérida,Cholul,225 m²,131 m²,6,3,2,2,,0 años,,,,,,,,,,,,,,,,,,
905791907,yucatán,casa,https://casa.metroscubicos.com/MLM-905791907-casa-en-venta-en-la-colonia-mexico-norte-_JM,"$10,000,000",Mérida,México Norte,1200 m²,509 m²,9,4,5,4,,31 años,,,,,,,,,,,,,,,,,,
962459701,yucatán,casa,https://casa.metroscubicos.com/MLM-962459701-casa-equipada-en-privada-solasta-temozon-nte-_JM,"$6,500,000",Mérida,Temozon Norte,384 m²,360 m²,9,4,4,3,,,,,,,,,,,,,,,,,,,,
1304710936,yucatán,casa,https://casa.metroscubicos.com/MLM-1304710936-casa-uso-de-suelo-en-venta-telchac-puerto-_JM,"$1,600,000",Telchac Puerto,Telchac Puerto,249 m²,149 m²,,2,2,,,4 años,,,,,,,,,,,,,,,,,,
1353119994,yucatán,casa,https://casa.metroscubicos.com/MLM-1353119994-casa-a-la-orilla-del-mar-en-uaymitun-_JM,"$20,000,000",Ixil,Uaymitun,900 mÂ²,759 mÂ²,11,,,7,,,,,5,6,0 aÃ±os,,,,,,,,,,,,,
1400801006,yucatán,casa,https://casa.metroscubicos.com/MLM-1400801006-casa-en-venta-en-merida-3-recamaras-en-pedregales-de-misneba-_JM,"$1,775,000",Progreso,Misnebalam,177 mÂ²,681 mÂ²,6,,,2,,,,,3,2,,,,,,,,,,,,,,
1324123185,yucatán,casa,https://casa.metroscubicos.com/MLM-1324123185-casa-venta-remodelada-en-el-centro-de-merida-_JM,"$5,300,000",Mérida,Merida Centro,380 m²,240 m²,6,3,3,,,0 años,,,,,,,,,,,,,,,,,,
1317127694,yucatán,venta,https://casa.metroscubicos.com/MLM-1317127694-venta-de-casa-amueblada-en-el-centro-de-merida-para-uso-turi-_JM,"$5,650,000",Mérida,Merida Centro,250 m²,200 m²,9,4,4,,,0 años,,,,,,,,,,,,,,,,,,
1400157833,yucatán,bonita,https://casa.metroscubicos.com/MLM-1400157833-bonita-y-remodelada-casa-en-tixkacal-opichen-_JM,"$1,900,000",Mérida,Tixcakal-opichen,160 m²,143 m²,7,4,3,2,2,10 años,0 MXN,Sur,,,,,,,,,,,,,,,,
1338024066,yucatán,residencia,https://casa.metroscubicos.com/MLM-1338024066-residencia-en-venta-en-telchac-puerto-a-40-min-de-progreso-_JM,"$5,000,000",Telchac Puerto,Telchac Puerto,1200 m²,1 m²,6,3,3,6,,0 años,,,,,,,,,,,,,,,,,,
963016229,yucatán,residencias,https://casa.metroscubicos.com/MLM-963016229-residencias-de-lujo-en-privada-boutiquen-en-yucatan-country-_JM,"$10,551,800",Mérida,Yucatan Country Club,400 m²,215 m²,6,2,3,3,,,,,,,,,,,,,,,,,,,,
1368938033,yucatán,las,https://casa.metroscubicos.com/MLM-1368938033-las-acacias-desarrollo-residencial-casas-de-una-y-dos-plan-_JM,"$1,800,000",Mérida,Chichi Suárez,266 m²,105 m²,4,2,2,2,,,,,,,,,,,,,,,,,,,,
1354766558,yucatán,residencia,https://casa.metroscubicos.com/MLM-1354766558-residencia-en-venta-en-privada-con-4-recamaras-en-conkal-a-15-min-de-altabrisa-en-meridayucatan-_JM,"$8,750,000",Yucatán,Conkal,638 m²,638 m²,,4,6,4,2,0 años,1800 MXN,,,,,,,,,,,,,,,,,
1345540788,yucatán,casa,https://casa.metroscubicos.com/MLM-1345540788-casa-en-venta-de-una-sola-planta-en-privada-temozon-norte--_JM,"$4,450,000",Mérida,Temozon Norte,315 m²,235 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,
1328429232,yucatán,hermosa,https://casa.metroscubicos.com/MLM-1328429232-hermosa-casa-en-venta-montebello-_JM,"$28,000,000",Mérida,Montebello,1502 m²,1166 m²,14,5,7,10,,0 años,,,,,,,,,,,,,,,,,,
922131214,yucatán,excelente,https://casa.metroscubicos.com/MLM-922131214-excelente-casa-en-venta-en-chicxulub-puerto-_JM,"U$S260,000",Progreso,Chicxulub Puerto,1200 m²,410 m²,10,5,5,4,,0 años,,,,,,,,,,,,,,,,,,
921497266,yucatán,residencia,https://casa.metroscubicos.com/MLM-921497266-residencia-en-venta-totalmente-equipada-en-privada-la-rejoya-_JM,"$5,600,000",Mérida,Komchen,635 m²,323 m²,9,4,4,4,,4 años,,,,,,,,,,,,,,,,,,
858023730,yucatán,casa,https://casa.metroscubicos.com/MLM-858023730-casa-en-venta-tipo-villa-en-playa-de-progreso-chicxulubdie-_JM,"$3,995,000",Progreso,Chicxulub Puerto,248 m²,171 m²,6,3,2,2,,,,,,,,,,,,,,,,,,,,
963005122,yucatán,casa,https://casa.metroscubicos.com/MLM-963005122-casa-en-privada-piedra-verde-modelo-gladiol-_JM,"$3,159,899",Mérida,Santa Gertrudis Copo,261 m²,232 m²,8,3,4,2,,,,,,,,,,,,,,,,,,,,
789408514,yucatán,casa,https://casa.metroscubicos.com/MLM-789408514-casa-para-estrenar-en-fracc-montebello-_JM,"$3,600,000",Mérida,Montebello,140 m²,242 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,
1393690504,yucatán,casa,https://casa.metroscubicos.com/MLM-1393690504-casa-boulevard-en-sisal-yucatan-_JM,"$6,170,982",Hunucma,Sisal,600 m²,314 m²,9,4,4,2,,,,,,,,,,,,,,,,,,,,
1354678442,yucatán,casa,https://casa.metroscubicos.com/MLM-1354678442-casa-en-venta-fraccionamiento-montecristo-merida-_JM,"$10,500,000",Mérida,Montecristo,1320 m²,,,4,4,,2,0 años,0 MXN,,,,,,,,,,,,,,,,,
764950111,yucatán,casa,https://casa.metroscubicos.com/MLM-764950111-casa-residencial-temozon-norte-merida-amidanah-_JM,"$3,930,000",Mérida,Temozon Norte,318 m²,245 m²,7,3,3,3,,,,,,,,,,,,,,,,,,,,
963005503,yucatán,casas,https://casa.metroscubicos.com/MLM-963005503-casas-de-uno-y-dos-pisos-en-arteva-dzitya-_JM,"$3,690,000",Mérida,Dzitya,700 m²,400 m²,8,3,4,3,,,,,,,,,,,,,,,,,,,,
935659296,yucatán,casa,https://casa.metroscubicos.com/MLM-935659296-casa-en-venta-privada-vivanta-33-conkalmerida-yucatan-_JM,"$2,800,000",Conkal,Conkal,314 m²,207 m²,7,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1308713429,yucatán,casa,https://casa.metroscubicos.com/MLM-1308713429-casa-en-el-centro-para-venta-_JM,"$1,365,000",Mérida,Merida Centro,169 m²,120 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1375690641,yucatán,venta,https://casa.metroscubicos.com/MLM-1375690641-venta-casa-ocho-recamaras-colonia-centro-_JM,"$3,300,000",Mérida,Merida Centro,593 m²,301 m²,16,8,8,,,0 años,,,,,,,,,,,,,,,,,,
1354678460,yucatán,casa,https://casa.metroscubicos.com/MLM-1354678460-casa-en-venta-y-renta-yucatan-country-club-merida-_JM,"$26,000,000",Mérida,Yucatan Country Club,844 m²,,,5,8,3,3,5 años,0 MXN,,,,,,,,,,,,,,,,,
963005133,yucatán,ultima,https://casa.metroscubicos.com/MLM-963005133-ultima-casa-en-cabo-norte-privada-arietta-_JM,"$6,250,000",Mérida,Temozon Norte,300 m²,320 m²,8,3,4,2,,1 años,,,,,,,,,,,,,,,,,,
1332026693,yucatán,venta,https://casa.metroscubicos.com/MLM-1332026693-venta-de-oportunidad-en-ciudad-caucel-_JM,"$1,360,000",Mérida,Caucel,160 m²,160 m²,4,2,2,2,,11 años,,,,,,,,,,,,,,,,,,
1328629933,yucatán,casa,https://casa.metroscubicos.com/MLM-1328629933-casa-de-un-piso-al-norte-de-merida-dentro-de-privada-con-a-_JM,"$5,150,000",Mérida,Komchen,1000 m²,370 m²,7,3,3,3,,0 años,,,,,,,,,,,,,,,,,,
1373584056,yucatán,casa,https://casa.metroscubicos.com/MLM-1373584056-casa-en-tanlum-merida-_JM,"$2,150,000",Mérida,Tanlum,459 m²,480 m²,9,5,4,1,,0 años,,,,,,,,,,,,,,,,,,
1398602839,yucatán,una,https://casa.metroscubicos.com/MLM-1398602839-una-sola-planta-2-habitaciones-se-tiene-avaluo-leandro-valle-_JM,"$1,980,000",Mérida,Leandro Valle,187 m²,100 m²,8,2,1,1,1,0 años,0 MXN,,,,,,,,,,,,,,,,,
1319987341,yucatán,residencia,https://casa.metroscubicos.com/MLM-1319987341-residencia-en-venta-al-norte-de-merida-yucatan-mexico-_JM,"$8,450,000",Progreso,Chicxulub Puerto,833 m²,400 m²,,4,3,2,,1 años,,,,,,,,,,,,,,,,,,
1307790841,yucatán,casa,https://casa.metroscubicos.com/MLM-1307790841-casa-modelo-200-en-preventa-en-oasis-residencial-cholul-_JM,"$2,915,700",Mérida,Cholul,200 m²,200 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
948830847,yucatán,casa,https://casa.metroscubicos.com/MLM-948830847-casa-en-venta-en-parque-central-en-cholul-_JM,"$4,150,000",Mérida,Cholul,375 m²,287 m²,6,3,3,,,0 años,,,,,,,,,,,,,,,,,,
963005234,yucatán,hermosa,https://casa.metroscubicos.com/MLM-963005234-hermosa-casa-lista-para-habitar-en-fraccionamiento-alura-ch-_JM,"$3,750,000",Mérida,Cholul,450 m²,205 m²,9,4,4,3,,1 años,,,,,,,,,,,,,,,,,,
963037646,yucatán,emiliano,https://casa.metroscubicos.com/MLM-963037646-emiliano-zapata-norte-casa-privada-villas-campestre-_JM,"$2,650,000",Mérida,Emiliano Zapata Nte,184 m²,197 m²,7,3,4,,,0 años,,,,,,,,,,,,,,,,,,
963028543,yucatán,chicxulub,https://casa.metroscubicos.com/MLM-963028543-chicxulub-puerto-hermosas-villas-kalay-_JM,"$1,359,000",Progreso,Chicxulub Puerto,64 m²,64 m²,2,1,1,,,,,,,,,,,,,,,,,,,,,
1328028987,yucatán,casa,https://casa.metroscubicos.com/MLM-1328028987-casa-en-venta-en-privada-tamora-conkal-merida-yucatan-_JM,"$3,550,000",Conkal,Conkal,312 m²,250 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,
962146138,yucatán,miguel,https://casa.metroscubicos.com/MLM-962146138-miguel-aleman-_JM,"$1,850,000",Mérida,Miguel Alemán,288 m²,187 m²,4,2,2,2,,51 años,,,,,,,,,,,,,,,,,,
917169797,yucatán,casa,https://casa.metroscubicos.com/MLM-917169797-casa-en-venta-en-privada-idilia-4-recamaras-en-merida-yuca-_JM,"$1,845,000",Conkal,Conkal,200 m²,135 m²,7,4,3,2,,,,,,,,,,,,,,,,,,,,
1335860642,yucatán,casa,https://casa.metroscubicos.com/MLM-1335860642-casa-en-venta-amueblada-gran-santa-fe-nortemerida-yucatan-_JM,"$2,395,000",Mérida,Gran Santa Fe,225 m²,171 m²,4,2,2,2,,3 años,,,,,,,,,,,,,,,,,,
937829249,yucatán,casa,https://casa.metroscubicos.com/MLM-937829249-casa-en-venta-en-chuburna-_JM,"$2,800,000",Mérida,Chuburna De Hidalgo,202 m²,267 m²,7,3,3,1,,0 años,,,,,,,,,,,,,,,,,,
1416265254,yucatán,venta,https://casa.metroscubicos.com/MLM-1416265254-venta-de-casa-de-2-recamaras-bardeada-con-garage-techado-y-reja-en-ciudad-caucel-merida-yucatan-_JM,"$990,000",Mérida,Pedregales De Ciudad Caucel,176 m²,70 m²,,2,1,2,,8 años,,,,,,,,,,,,,,,,,,
1408151322,yucatán,casa,https://casa.metroscubicos.com/MLM-1408151322-casa-en-venta-fraccionamiento-las-americas-_JM,"$1,700,000",Mérida,Las Américas,160 m²,210 m²,6,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1315778903,yucatán,casa,https://casa.metroscubicos.com/MLM-1315778903-casa-en-venta-en-privada-con-4-recamaras-alado-plaza-la-isla-y-cabo-norte-en-meridayucatan-_JM,"$4,950,000",Yucatán,Mérida,324 m²,258 m²,,4,5,2,2,2 años,1000 MXN,Norte,,,,,,,,,,,,,,,,
925331064,yucatán,hermosa,https://casa.metroscubicos.com/MLM-925331064-hermosa-residencia-en-colonia-dzitya-_JM,"$8,500,000",Mérida,Dzitya,2506.16 m²,572.21 m²,,4,6,2,,12 años,,,,,,,,,,,,,,,,,,
811952217,yucatán,lujosa,https://casa.metroscubicos.com/MLM-811952217-lujosa-residencia-a-la-venta-en-exclusiva-privada-residencia-_JM,"$6,950,000",Mérida,Mérida,360 m²,418 m²,6,3,3,,,0 años,,,,,,,,,,,,,,,,,,
1400197335,yucatán,casa,https://casa.metroscubicos.com/MLM-1400197335-casa-remodelada-en-merida-centro-terreno-814m2-_JM,"$5,500,000",Mérida,Merida Centro,814 m²,172 m²,5,3,2,4,,0 años,,,,,,,,,,,,,,,,,,
1355151672,yucatán,venta,https://casa.metroscubicos.com/MLM-1355151672-venta-casa-lista-para-entrega-en-privada-arborea-201-me-_JM,"$8,750,000",Conkal,Conkal,638 m²,502 m²,12,5,6,4,,0 años,,,,,,,,,,,,,,,,,,
1380405005,yucatán,en,https://casa.metroscubicos.com/MLM-1380405005-en-venta-casa-en-fraccionamiento-las-americas-merida-_JM,"$1,200,000",Mérida,Las Américas,160 m²,80 m²,3,2,1,,,0 años,,,,,,,,,,,,,,,,,,
905791666,yucatán,residencia,https://casa.metroscubicos.com/MLM-905791666-residencia-de-lujo-en-venta-en-privada-xtacay-yucatan-cou-_JM,"$21,000,000",Mérida,Yucatan Country Club,750 m²,565 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
1348782076,yucatán,espectacular,https://casa.metroscubicos.com/MLM-1348782076-espectacular-casa-en-privada-montecristo-2mn-altabrisa-vc-1286-_JM,"$17,500,000",Mérida,Montecristo,1812 m²,984 m²,,5,6,,2,16 años,0 MXN,,,,,,,,,,,,,,,,,
768750716,yucatán,casa,https://casa.metroscubicos.com/MLM-768750716-casa-boutique-en-venta-colonia-campestre-merida-yucatan-_JM,"$8,500,000",Mérida,Campestre,540 m²,450 m²,9,4,4,2,,,,,,,,,,,,,,,,,,,,
935956820,yucatán,casa,https://casa.metroscubicos.com/MLM-935956820-casa-en-venta-de-4-recamaras-en-montebello-_JM,"$3,500,000",Mérida,Montebello,225 m²,225 m²,,4,4,2,,,,,,,,,,,,,,,,,,,,
1400165027,yucatán,majestuosa,https://casa.metroscubicos.com/MLM-1400165027-majestuosa-residencia-ideal-para-hotel-boutique-o-negocio-pr-_JM,"U$S1,600,000",Mérida,Benito Juárez Nte,3912 m²,1900 m²,7,3,4,4,,0 años,,,,,,,,,,,,,,,,,,
1357787994,yucatán,norte,https://casa.metroscubicos.com/MLM-1357787994-norte-merida-431-_JM,"U$S7,400,000",Mérida,Komchen,692 m²,350 m²,9,4,5,2,,0 años,,,,,,,,,,,,,,,,,,
963016232,yucatán,casa,https://casa.metroscubicos.com/MLM-963016232-casa-en-country-club-_JM,"$10,648,000",Mérida,Yucatan Country Club,516 m²,383 m²,10,4,5,2,,0 años,,,,,,,,,,,,,,,,,,
1390509029,yucatán,casa,https://casa.metroscubicos.com/MLM-1390509029-casa-tipo-townhouse-en-venta-pedregales-de-misnebalam-mod-_JM,"$1,100,000",Mérida,Fracc. Misne-Balam,90 m²,90 m²,2,1,1,1,,0 años,,,,,,,,,,,,,,,,,,
1380112968,yucatán,casa,https://casa.metroscubicos.com/MLM-1380112968-casa-de-una-planta-con-480m2-de-terreno-incluye-adicionales-_JM,"$3,553,000",Mérida,Cholul,480 m²,238 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
1373870833,yucatán,casa,https://casa.metroscubicos.com/MLM-1373870833-casa-en-fraccionamiento-montecristo-merida-_JM,"$3,950,000",Mérida,Montecristo,250 m²,263 m²,7,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
1354659081,yucatán,casa,https://casa.metroscubicos.com/MLM-1354659081-casa-pueblo-dzitya-_JM,"$5,267,500",Mérida,Dzitya,575 m²,,,4,4,2,2,0 años,0 MXN,,,,,,,,,,,,,,,,,
954224363,yucatán,casa,https://casa.metroscubicos.com/MLM-954224363-casa-en-venta-en-privada-zensia-conkal-merida-yucatan-mod-d-_JM,"$2,260,850",Yucatán,Conkal,288 m²,145 m²,,3,3,2,2,0 años,0 MXN,Norte,,,,,,,,,,,,,,,,
932951104,yucatán,residencia,https://casa.metroscubicos.com/MLM-932951104-residencia-en-hacienda-henequenera-en-venta-itzincab-palomeque-yucatan-_JM,"$40,000,000",Uman,Itzincab,32889 m²,800 m²,,4,5,4,,200 años,,,,,,,,,,,,,,,,,,
843916443,yucatán,casa,https://casa.metroscubicos.com/MLM-843916443-casa-en-venta-en-calle-58-centro-_JM,"$2,850,000",Mérida,Merida Centro,371 m²,148 m²,5,3,2,,,0 años,,,,,,,,,,,,,,,,,,
799439397,yucatán,casa,https://casa.metroscubicos.com/MLM-799439397-casa-en-venta-merida-yucatan-colonia-garcia-gineles-_JM,"$11,100,000",Mérida,García Gineres,1297 m²,418 m²,8,5,3,,,0 años,,,,,,,,,,,,,,,,,,
1378966935,yucatán,venta,https://casa.metroscubicos.com/MLM-1378966935-venta-de-hermosa-casa-en-la-ceiba-club-de-golf-_JM,"$17,000,000",Mérida,Club De Golf La Ceiba,2376 m²,719 m²,11,4,6,4,,0 años,,,,,,,,,,,,,,,,,,
962983012,yucatán,casa,https://casa.metroscubicos.com/MLM-962983012-casa-en-venta-en-san-diego-cutz-modelo-2-_JM,"$2,880,000",Conkal,Conkal,480 m²,276 m²,10,4,5,3,,0 años,,,,,,,,,,,,,,,,,,
1372284822,yucatán,casa,https://casa.metroscubicos.com/MLM-1372284822-casa-de-un-una-planta-en-venta-en-privada-hacienda-cholul-_JM,"$6,150,000",Mérida,Cholul,720 m²,400 m²,9,4,4,3,,0 años,,,,,,,,,,,,,,,,,,
1395400225,yucatán,casona,https://casa.metroscubicos.com/MLM-1395400225-casona-en-merida-joya-arquitectonica-_JM,"$70,000,000",Mérida,Centro,3051 m²,1165.25 m²,1,5,4,4,,,,,,,,,,,,,,,,,,,,
863372320,yucatán,casa,https://casa.metroscubicos.com/MLM-863372320-casa-sola-en-venta-san-miguel-_JM,"$2,500,000",Mérida,San Miguel,450 m²,386 m²,,5,5,,,0 años,,,,,,,,,,,,,,,,,,
1313815457,yucatán,casa,https://casa.metroscubicos.com/MLM-1313815457-casa-en-venta-pachuca-hgo-priv-yucatan-_JM,"$1,500,000",Pachuca De Soto,San Bartolo,98 m²,128 m²,6,3,2,1,,0 años,,,,,,,,,,,,,,,,,,
1314528541,yucatán,casa,https://casa.metroscubicos.com/MLM-1314528541-casa-en-venta-fraccionamiento-tixcacal-opichen-ubicacion-_JM,"$1,350,000",Mérida,Tixcacal Opichen,160 m²,1 m²,5,4,1,1,,3 años,,,,,,,,,,,,,,,,,,
1376157838,yucatán,casa,https://casa.metroscubicos.com/MLM-1376157838-casa-en-avenida-en-venta-gran-santa-fe-merida-_JM,"$2,200,000",Yucatán,Mérida,225 m²,321 m²,,3,2,2,,0 años,,,,,,,,,,,,,,,,,,
796131588,yucatán,centrica,https://casa.metroscubicos.com/MLM-796131588-centrica-casa-en-la-bella-ciudad-de-tizimin-lista-para-vivirla-_JM,"$1,300,000",Tizimin,Tizimin Centro,354 m²,209 m²,6,3,3,2,,,,,,,,,,,,,,,,,,,,
1408979663,yucatán,casa,https://casa.metroscubicos.com/MLM-1408979663-casa-en-venta-amaneceres-nuevo-oriente-_JM,"$630,000",Mérida,Bosques de Oriente,154 m²,59 m²,3,2,1,1,,,,,,,,,,,,,,,,,,,,
1398121464,yucatán,casa,https://casa.metroscubicos.com/MLM-1398121464-casa-de-lujo-en-venta-ubicada-en-privada-allegra-_JM,"$30,000,000",Mérida,Santa Gertrudis Copo,644 m²,857 m²,7,4,3,3,,0 años,,,,,,,,,,,,,,,,,,
1395279065,yucatán,hermosa,https://casa.metroscubicos.com/MLM-1395279065-hermosa-residencia-en-la-ceiba-con-vista-al-campo-_JM,"$10,000,000",Mérida,Club De Golf La Ceiba,1200 m²,508 m²,10,4,5,10,,0 años,,,,,,,,,,,,,,,,,,
1391900383,yucatán,residencia,https://casa.metroscubicos.com/MLM-1391900383-residencia-en-venta-dentro-de-privada-a-6min-de-plaza-harbo-_JM,"$4,250,000",Mérida,Temozon Norte,315 m²,235 m²,8,3,4,2,,0 años,,,,,,,,,,,,,,,,,,
1388312782,yucatán,casa,https://casa.metroscubicos.com/MLM-1388312782-casa-equipada-con-habitacion-en-planta-baja-y-alberca-dentro-de-la-ciudad-_JM,"$5,200,000",Mérida,Montes De Ame,250 m²,250 m²,,3,3,2,2,0 años,0 MXN,,,,,,,,,,,,,,,,,
1369993680,yucatán,casa,https://casa.metroscubicos.com/MLM-1369993680-casa-yucatan-country-club-_JM,"$19,500,000",Mérida,Yucatan Country Club,750 m²,620 m²,9,4,4,4,,1 años,,,,,,,,,,,,,,,,,,
1346296491,yucatán,privada,https://casa.metroscubicos.com/MLM-1346296491-privada-en-valladolid-modelo-t-_JM,"$4,959,216",Valladolid,Valladolid Centro,600 m²,271 m²,7,3,3,4,,,,,,,,,,,,,,,,,,,,
1346303016,yucatán,casa,https://casa.metroscubicos.com/MLM-1346303016-casa-temozon-norte-_JM,"U$S1,400,000",Mérida,Temozon Norte,2661 m²,1 m²,10,4,6,,,0 años,,,,,,,,,,,,,,,,,,
1346322387,yucatán,residencial,https://casa.metroscubicos.com/MLM-1346322387-residencial-country-club-yucatan-_JM,"$19,023,427",Mérida,Yucatan Country Club,557 m²,425 m²,6,3,3,,,,,,,,,,,,,,,,,,,,,
917167107,yucatán,casa,https://casa.metroscubicos.com/MLM-917167107-casa-en-venta-en-privada-altozano-zona-yucatan-country-club-_JM,"$4,100,000",Mérida,Mérida,300 m²,233 m²,9,4,5,2,,,,,,,,,,,,,,,,,,,,
963015461,yucatán,casa,https://casa.metroscubicos.com/MLM-963015461-casa-en-parque-natura-entrega-inmediata-_JM,"$3,650,000",Mérida,Sitpach,354 m²,293 m²,7,3,3,4,,0 años,,,,,,,,,,,,,,,,,,
954731191,yucatán,hermosa,https://casa.metroscubicos.com/MLM-954731191-hermosa-casa-en-venta-en-montebello-_JM,"$28,000,000",Mérida,Montebello,1502 m²,1166 m²,14,5,7,10,,0 años,,,,,,,,,,,,,,,,,,
951083049,yucatán,casa,https://casa.metroscubicos.com/MLM-951083049-casa-en-venta-en-moratta-palia-dzitya-yucatan-_JM,"$2,500,000",Mérida,Dzitya,169 m²,169 m²,6,3,3,2,,0 años,,,,,,,,,,,,,,,,,,
789407326,yucatán,residencial,https://casa.metroscubicos.com/MLM-789407326-residencial-olivia-casa-una-planta-lote-26-conkal-merida-yucatan-_JM,"$4,980,000",Conkal,Conkal,568 m²,261 m²,7,3,3,2,,,,,,,,,,,,,,,,,,,,
1375147496,yucatán,casa,https://casa.metroscubicos.com/MLM-1375147496-casa-cerca-a-av-itzaes-_JM,"$1,300,000",Mérida,Merida Centro,231 m²,1 m²,5,3,2,2,,0 años,,,,,,,,,,,,,,,,,,
1382403330,yucatán,hermosa,https://casa.metroscubicos.com/MLM-1382403330-hermosa-casa-matias-en-venta-en-yucatan-_JM,"$8,000,000",Tizimin,El Cuyo,1125 m²,104 m²,,1,1,,,0 años,,,,,,,,,,,,,,,,,,
1340705422,yucatán,en,https://casa.metroscubicos.com/MLM-1340705422-en-venta-casa-amueblada-en-cholul-merida-con-3-recamaras-y-_JM,"$5,950,000",Mérida,Cholul,700 m²,397 m²,9,3,3,4,,0 años,,,,,,,,,,,,,,,,,,
1410844089,yucatán,casa,https://casa.metroscubicos.com/MLM-1410844089-casa-en-ciudad-caucel-en-meridayucatan-_JM,"$1,200,000",Mérida,Caucel,160 m²,115 m²,6,3,3,,,,,,,,,,,,,,,,,,,,,
803020635,yucatán,se,https://casa.metroscubicos.com/MLM-803020635-se-vende-casa-en-poligono-108-_JM,"$1,350,000",Mérida,Poligono 108,160 m²,1 m²,5,3,2,1,,0 años,,,,,,,,,,,,,,,,,,
1399004512,yucatán,casa,https://casa.metroscubicos.com/MLM-1399004512-casa-en-venta-privada-club-de-golf-la-ceiba-_JM,"$6,700,000",Mérida,Club De Golf La Ceiba,700 m²,434 m²,9,4,5,6,,17 años,,,,,,,,,,,,,,,,,,
1397204753,yucatán,casa,https://casa.metroscubicos.com/MLM-1397204753-casa-en-bellavista-de-dzitya-al-norte-de-merida-_JM,"$4,000,000",Mérida,Dzitya,600 m²,,,3,3,6,2,4 años,0 MXN,Norte,,,,,,,,,,,,,,,,
1396140172,yucatán,casa,https://casa.metroscubicos.com/MLM-1396140172-casa-en-esquina-y-avenida-con-amplio-terreno-en-felipe-carri-_JM,"$17,000,000",Mérida,Felipe Carrillo Puerto Nte,2914 m²,848 m²,12,6,5,,,0 años,,,,,,,,,,,,,,,,,,
1395368383,yucatán,casa,https://casa.metroscubicos.com/MLM-1395368383-casa-en-venta-en-loma-bonita-xcumpich-merida-yucatan-_JM,"$3,650,000",Mérida,Xcumpich,266 m²,332 m²,7,3,4,2,,25 años,,,,,,,,,,,,,,,,,,
1392131329,yucatán,casa,https://casa.metroscubicos.com/MLM-1392131329-casa-de-una-planta-en-la-colonia-campestre-_JM,"$3,400,000",Mérida,Campestre,392 m²,315 m²,5,3,2,2,,0 años,,,,,,,,,,,,,,,,,,
1386013526,yucatán,venta,https://casa.metroscubicos.com/MLM-1386013526-venta-de-casa-para-remodelar-con-600m2-en-montejo-merida-yuc-_JM,"$4,500,000",Mérida,Paseo De Montejo,600 m²,500 m²,10,4,4,10,,0 años,,,,,,,,,,,,,,,,,,
1368938024,yucatán,macora,https://casa.metroscubicos.com/MLM-1368938024-macora-86-altabrisa-cholul-_JM,"$3,205,000",Mérida,Altabrisa,265 m²,207 m²,,,,,,,,,,,,,,,,,,,,,,,,
1341059710,yucatán,resid,https://casa.metroscubicos.com/MLM-1341059710-resid-en-venta-priv-tho-yucatan-country-club-a-10-min-_JM,"$11,200,000",Mérida,Yucatan Country Club,446 m²,360 m²,9,4,4,3,,0 años,,,,,,,,,,,,,,,,,,
874254395,yucatán,venta,https://casa.metroscubicos.com/MLM-874254395-venta-casa-3-habitaciones-zona-norte-de-merida-privada-parqu-_JM,"$3,650,000",Mérida,Sitpach,354 m²,300 m²,7,3,3,4,,0 años,,,,,,,,,,,,,,,,,,
