ID,entidad,tipo,link
1416253698,nayarit,casa,https://casa.metroscubicos.com/MLM-1416253698-casa-en-venta-en-fraccionamiento-las-ceibas-_JM
1398119544,nayarit,casa,https://casa.metroscubicos.com/MLM-1398119544-casa-ejido-nuevo-vallarta-_JM
1420929122,nayarit,casa,https://casa.metroscubicos.com/MLM-1420929122-casa-agave-azul-a-la-venta-en-bucerias-nayaritresidencia-en-_JM
1418308488,nayarit,casa,https://casa.metroscubicos.com/MLM-1418308488-casa-en-venta-en-bucerias-a-pasos-de-la-playa-_JM
1416376240,nayarit,venta,https://casa.metroscubicos.com/MLM-1416376240-venta-casa-fraccionamiento-rincon-del-cielo-verea-_JM
1399563982,nayarit,casa,https://casa.metroscubicos.com/MLM-1399563982-casa-en-venta-en-residencial-flamingos-nuevo-vallarta-con-a-_JM
1393695913,nayarit,casa,https://casa.metroscubicos.com/MLM-1393695913-casa-con-vista-al-mar-en-la-cruz-de-huanacaxtle-vallarta-gardens-_JM
1398113278,nayarit,casa,https://casa.metroscubicos.com/MLM-1398113278-casa-poblado-comunal-mezcalitos-_JM
1393689272,nayarit,casa,https://casa.metroscubicos.com/MLM-1393689272-casa-en-venta-en-flamingos-bucerias-real-flamingos-_JM
1393813007,nayarit,casa,https://casa.metroscubicos.com/MLM-1393813007-casa-en-venta-en-flamingos-bucerias-real-flamingos-_JM
1408329947,nayarit,casa,https://casa.metroscubicos.com/MLM-1408329947-casa-nueva-de-3rec-3wc-coto-alberca-a-10-minutos-de-playa-_JM
1383523829,nayarit,rinconada,https://casa.metroscubicos.com/MLM-1383523829-rinconada-banderas-casa-38-_JM
938629765,nayarit,real,https://casa.metroscubicos.com/MLM-938629765-real-nuevo-vallarta-casa-35-_JM
1422853728,nayarit,casa,https://casa.metroscubicos.com/MLM-1422853728-casa-en-venta-en-parque-nayarit-_JM
1422914169,nayarit,casa,https://casa.metroscubicos.com/MLM-1422914169-casa-en-venta-en-parque-nayarit-_JM
1425443161,nayarit,remate,https://casa.metroscubicos.com/MLM-1425443161-remate-bancario-casa-en-fracc-las-ceibas-ii-nayarit-zfv-_JM
1422720545,nayarit,casa,https://casa.metroscubicos.com/MLM-1422720545-casa-en-venta-bahia-de-banderas-nayarit-_JM
1422690870,nayarit,casa,https://casa.metroscubicos.com/MLM-1422690870-casa-en-venta-bahia-de-banderas-nayarit-_JM
1423507069,nayarit,casa,https://casa.metroscubicos.com/MLM-1423507069-casa-en-venta-fracc-palma-real-bahia-de-banderas-_JM
1422672091,nayarit,casa,https://casa.metroscubicos.com/MLM-1422672091-casa-en-condominio-en-venta-bahia-de-banderas-nayarit-_JM
1422726993,nayarit,casa,https://casa.metroscubicos.com/MLM-1422726993-casa-en-venta-compostela-nayarit-_JM
1422751126,nayarit,casa,https://casa.metroscubicos.com/MLM-1422751126-casa-en-venta-bahia-de-banderas-nayarit-_JM
1422733051,nayarit,casa,https://casa.metroscubicos.com/MLM-1422733051-casa-en-venta-bahia-de-banderas-nayarit-_JM
1422751015,nayarit,casa,https://casa.metroscubicos.com/MLM-1422751015-casa-en-venta-compostela-nayarit-_JM
1422726707,nayarit,casa,https://casa.metroscubicos.com/MLM-1422726707-casa-en-venta-compostela-nayarit-_JM
1422690580,nayarit,casa,https://casa.metroscubicos.com/MLM-1422690580-casa-en-venta-compostela-nayarit-_JM
1422901584,nayarit,casa,https://casa.metroscubicos.com/MLM-1422901584-casa-en-venta-en-parque-nayarit-_JM
1422701588,nayarit,casa,https://casa.metroscubicos.com/MLM-1422701588-casa-en-venta-bahia-de-banderas-nayarit-_JM
1422720246,nayarit,casa,https://casa.metroscubicos.com/MLM-1422720246-casa-en-venta-bahia-de-banderas-nayarit-_JM
1426407892,nayarit,venta,https://casa.metroscubicos.com/MLM-1426407892-venta-casa-en-remate-fracc-palma-real-nayarit-3-recamaras-_JM
1422726998,nayarit,casa,https://casa.metroscubicos.com/MLM-1422726998-casa-en-condominio-en-venta-bahia-de-banderas-nayarit-_JM
1422739535,nayarit,casa,https://casa.metroscubicos.com/MLM-1422739535-casa-en-venta-bahia-de-banderas-nayarit-_JM
1425441233,nayarit,venta,https://casa.metroscubicos.com/MLM-1425441233-venta-casa-en-fracc-palma-real-bahia-de-banderas-_JM
1422707786,nayarit,casa,https://casa.metroscubicos.com/MLM-1422707786-casa-en-venta-bahia-de-banderas-nayarit-_JM
1422751197,nayarit,casa,https://casa.metroscubicos.com/MLM-1422751197-casa-en-venta-compostela-nayarit-_JM
1422733346,nayarit,casa,https://casa.metroscubicos.com/MLM-1422733346-casa-en-venta-compostela-nayarit-_JM
1422672092,nayarit,casa,https://casa.metroscubicos.com/MLM-1422672092-casa-en-venta-compostela-nayarit-_JM
1422733063,nayarit,casa,https://casa.metroscubicos.com/MLM-1422733063-casa-en-venta-compostela-nayarit-_JM
1422708082,nayarit,casa,https://casa.metroscubicos.com/MLM-1422708082-casa-en-venta-bahia-de-banderas-nayarit-_JM
1424101897,nayarit,venta,https://casa.metroscubicos.com/MLM-1424101897-venta-de-casa-centro-tepicnayarit-_JM
1422714026,nayarit,casa,https://casa.metroscubicos.com/MLM-1422714026-casa-en-condominio-en-venta-bahia-de-banderas-nayarit-_JM
